name,domain,skills,experience,education,projects
Candidate 414,Web Developer,"Java, Git, Python, Android Studio",2.8 years,B.Tech CS,Resume Analyzer
Candidate 415,Frontend Developer,"React, Git, Docker, Android Studio, Express, Spring Boot, TensorFlow",2.7 years,M.Tech AI,"IoT Smart Home, HR Dashboard"
Candidate 416,Full Stack Developer,"React, Express, TypeScript, Java",3.3 years,B.Tech IT,Stock Predictor
Candidate 417,Java Developer,"HTML, Docker, Kubernetes, Git, Express",4.9 years,M.Tech AI,"Mobile Banking UI, Portfolio Website"
Candidate 418,Backend Developer,"Selenium, C++, AWS, API Development, Express",2.7 years,B.Tech CS,Weather App
Candidate 419,Data Analyst,"Git, Docker, C++, React",4.3 years,M.Tech AI,Fake News Detection
Candidate 420,Mobile App Developer,"Pandas, Python, Android Studio, Node.js",2.5 years,B.Sc CS,Ecommerce API
Candidate 421,Mobile App Developer,"Express, TypeScript, CSS, Spring Boot",3.1 years,B.Tech IT,"Blockchain Wallet, Fake News Detection"
Candidate 422,DevOps Engineer,"Git, CSS, Pandas, AWS, MongoDB",1.3 years,B.Sc IT,Portfolio Website
Candidate 423,Machine Learning Engineer,"Spring Boot, CSS, C++, AWS, TensorFlow, C#",3.2 years,MCA,"HR Dashboard, ChatGPT Clone"
Candidate 424,Software Tester,"Firebase, Pandas, Kubernetes, Android Studio",3.2 years,M.Tech AI,"HR Dashboard, Job Portal"
Candidate 425,Mobile App Developer,"MongoDB, Firebase, Express, Android Studio, SQL, Docker, Git",2.9 years,B.Tech CE,Fake News Detection
Candidate 426,AI Engineer,"TypeScript, Firebase, API Development, Selenium, Jira",1.4 years,M.Tech AI,Portfolio Website
Candidate 427,Software Tester,"Kotlin, Power BI, C++, Selenium, Hibernate, NumPy",1.8 years,B.Sc IT,Weather App
Candidate 428,Software Tester,"Firebase, Spring Boot, MongoDB, Python",1.4 years,B.Tech IT,Portfolio Website
Candidate 429,AI Engineer,"Kotlin, HTML, C#, Power BI",4.1 years,MCA,Resume Analyzer
Candidate 430,Backend Developer,"MongoDB, C++, Pandas, Docker",2.9 years,B.Tech CSE,IoT Smart Home
Candidate 431,Frontend Developer,"CSS, C++, Git, C#",2.2 years,B.Sc IT,"Portfolio Website, HR Dashboard"
Candidate 432,Backend Developer,"Pandas, Power BI, Hibernate, NumPy, C++, Python",2.1 years,MCA,IoT Smart Home
Candidate 433,Web Developer,"Selenium, Android Studio, MongoDB, TypeScript, Docker, CSS",1.8 years,B.Tech CE,Portfolio Website
Candidate 434,Mobile App Developer,"Docker, Python, CSS, Firebase, Kotlin, Express, TypeScript",2.2 years,B.Sc CS,"Stock Predictor, Weather App"
Candidate 435,Database Engineer,"Python, Kotlin, Hibernate, AWS, Node.js, Android Studio",4.4 years,B.Tech CS,Blockchain Wallet
Candidate 436,DevOps Engineer,"Git, HTML, Kotlin, Kubernetes, MongoDB",2.1 years,B.Tech CS,"Mobile Banking UI, IoT Smart Home"
Candidate 437,Backend Developer,"TensorFlow, Jira, Hibernate, Pandas, Kotlin, Python",3.5 years,BCA,"Ecommerce API, Stock Predictor"
Candidate 438,AI Engineer,"Express, Hibernate, CSS, C#, Java",1.6 years,MCA,Fake News Detection
Candidate 439,Database Engineer,"Power BI, TypeScript, CSS, Kubernetes",5.0 years,B.Tech CS,"Portfolio Website, Fake News Detection"
Candidate 440,Blockchain Developer,"C#, TensorFlow, Firebase, CSS, Pandas",4.5 years,MCA,"Ecommerce API, IoT Smart Home"
Candidate 441,Machine Learning Engineer,"AWS, Docker, Python, Java, TypeScript, CSS",3.9 years,B.Tech CSE,"Resume Analyzer, IoT Smart Home"
Candidate 442,Frontend Developer,"React, Java, Jira, Express, Kubernetes, Docker",3.1 years,B.Tech IT,"Resume Analyzer, Portfolio Website"
Candidate 443,Web Developer,"MongoDB, Jira, SQL, Spring Boot, TensorFlow, CSS, NumPy",4.7 years,B.Tech CS,"Ecommerce API, ERP System"
Candidate 444,DevOps Engineer,"TensorFlow, Python, Java, Jira, Firebase, HTML",4.1 years,B.Tech CS,"Stock Predictor, ChatGPT Clone"
Candidate 445,Backend Developer,"Firebase, React, Node.js, C++",4.0 years,MCA,IoT Smart Home
Candidate 446,Frontend Developer,"AWS, Java, Kubernetes, HTML",1.1 years,B.Tech CSE,Blockchain Wallet
Candidate 447,Data Analyst,"Hibernate, C#, Spring Boot, MongoDB",0.8 years,B.Tech CE,Job Portal
Candidate 448,Mobile App Developer,"Pandas, Android Studio, Git, C#",3.3 years,B.Tech IT,Ecommerce API
Candidate 449,Machine Learning Engineer,"API Development, HTML, MongoDB, Docker, Hibernate, Power BI",3.1 years,B.Sc IT,Mobile Banking UI
Candidate 450,Android Developer,"Git, React, Power BI, Firebase, TypeScript, Selenium",2.5 years,B.Sc CS,Portfolio Website
Candidate 451,Machine Learning Engineer,"Java, C#, CSS, Selenium, Node.js, TensorFlow",2.4 years,B.Sc CS,Weather App
Candidate 452,Machine Learning Engineer,"Android Studio, Docker, Jira, MongoDB, Power BI",0.9 years,B.Tech IT,"Ecommerce API, Mobile Banking UI"
Candidate 453,Android Developer,"TypeScript, Power BI, Java, CSS, HTML, Firebase",5.0 years,M.Tech AI,Weather App
Candidate 454,Cloud Engineer,"Hibernate, React, Java, Express, HTML, MongoDB",4.0 years,B.Tech CSE,"ERP System, HR Dashboard"
Candidate 455,Cloud Engineer,"NumPy, Express, Power BI, Spring Boot",2.9 years,M.Tech AI,"Blockchain Wallet, Resume Analyzer"
Candidate 456,Data Analyst,"Firebase, Selenium, TensorFlow, CSS",5.0 years,B.Tech CE,Ecommerce API
Candidate 457,Android Developer,"Git, Python, Firebase, Android Studio, Pandas, Hibernate",3.0 years,MCA,"Mobile Banking UI, Job Portal"
Candidate 458,DevOps Engineer,"Docker, Pandas, SQL, React",0.9 years,M.Tech AI,"Portfolio Website, Resume Analyzer"
Candidate 459,Data Analyst,"Node.js, CSS, TensorFlow, AWS, C++, Python, API Development",4.1 years,B.Sc IT,"Mobile Banking UI, ERP System"
Candidate 460,Backend Developer,"TensorFlow, TypeScript, Android Studio, Kotlin, NumPy, Express",4.6 years,B.Tech CSE,IoT Smart Home
Candidate 461,Full Stack Developer,"C++, Java, TensorFlow, Pandas",1.0 years,MCA,"Ecommerce API, Weather App"
Candidate 462,Machine Learning Engineer,"TypeScript, Hibernate, NumPy, Firebase, AWS",4.1 years,B.Tech IT,ChatGPT Clone
Candidate 463,Cloud Engineer,"AWS, Git, Kubernetes, NumPy, Python, API Development",2.8 years,B.Tech CS,IoT Smart Home
Candidate 464,DevOps Engineer,"Pandas, Git, TensorFlow, Node.js, Firebase",3.6 years,BCA,"Blockchain Wallet, ERP System"
Candidate 465,Backend Developer,"TensorFlow, Power BI, MongoDB, AWS, Hibernate, C#",2.6 years,B.Tech IT,"Job Portal, ChatGPT Clone"
Candidate 466,Java Developer,"Git, CSS, Firebase, NumPy, HTML",3.0 years,B.Sc IT,ERP System
Candidate 467,Cloud Engineer,"Express, AWS, NumPy, API Development",4.3 years,MCA,Resume Analyzer
Candidate 468,Android Developer,"Kubernetes, TensorFlow, CSS, SQL, Python, Spring Boot, Selenium",3.8 years,B.Tech CSE,IoT Smart Home
Candidate 469,Mobile App Developer,"Android Studio, Firebase, HTML, Power BI, TensorFlow, C#, Selenium",4.7 years,BCA,Weather App
Candidate 470,Full Stack Developer,"Hibernate, SQL, Pandas, TypeScript, React",0.7 years,BCA,Job Portal
Candidate 471,Full Stack Developer,"Jira, Kubernetes, MongoDB, Selenium",3.9 years,B.Tech CE,"Mobile Banking UI, Weather App"
Candidate 472,Mobile App Developer,"TypeScript, SQL, API Development, Kotlin, Docker, Pandas",4.8 years,B.Tech CE,Blockchain Wallet
Candidate 473,DevOps Engineer,"Spring Boot, HTML, NumPy, Express, AWS, Node.js",0.5 years,B.Tech IT,"Fake News Detection, Stock Predictor"
Candidate 474,Java Developer,"Git, AWS, Express, TypeScript",0.5 years,B.Tech CE,IoT Smart Home
Candidate 475,Machine Learning Engineer,"Android Studio, Spring Boot, Java, AWS",3.7 years,B.Tech IT,Portfolio Website
Candidate 476,Database Engineer,"HTML, Java, Pandas, Selenium, TypeScript",1.7 years,B.Tech CS,"Weather App, ChatGPT Clone"
Candidate 477,Cloud Engineer,"Docker, Selenium, Android Studio, TypeScript",0.9 years,B.Tech CE,Weather App
Candidate 478,Mobile App Developer,"Firebase, C++, C#, Spring Boot",1.2 years,MCA,"Blockchain Wallet, Job Portal"
Candidate 479,Frontend Developer,"Jira, C++, API Development, Power BI",4.9 years,M.Tech AI,"Stock Predictor, Job Portal"
Candidate 480,Full Stack Developer,"API Development, Jira, HTML, TypeScript, Pandas",3.8 years,B.Tech CS,"IoT Smart Home, Blockchain Wallet"
Candidate 481,Machine Learning Engineer,"Firebase, TypeScript, HTML, AWS, API Development, C++",4.9 years,MCA,Job Portal
Candidate 482,Mobile App Developer,"Jira, React, Kotlin, C#, Hibernate, C++, Java",0.8 years,B.Tech IT,HR Dashboard
Candidate 483,AI Engineer,"Power BI, TensorFlow, Spring Boot, Firebase, Pandas, NumPy",2.5 years,B.Sc CS,Job Portal
Candidate 484,Full Stack Developer,"React, Firebase, HTML, Pandas, Docker, MongoDB, Hibernate",2.2 years,B.Sc CS,HR Dashboard
Candidate 485,Frontend Developer,"AWS, Hibernate, Pandas, CSS",1.0 years,M.Tech AI,Portfolio Website
Candidate 486,Java Developer,"Docker, TypeScript, Kotlin, C++, SQL",4.5 years,MCA,"Resume Analyzer, IoT Smart Home"
Candidate 487,Blockchain Developer,"API Development, Git, Node.js, Docker, Hibernate, AWS",4.6 years,B.Tech CSE,Resume Analyzer
Candidate 488,Cloud Engineer,"NumPy, Hibernate, Docker, TypeScript, Power BI, Kotlin",4.2 years,B.Tech CSE,"Fake News Detection, ChatGPT Clone"
Candidate 489,Blockchain Developer,"Hibernate, Kubernetes, Python, Pandas, Power BI, Android Studio",3.5 years,B.Sc IT,"Weather App, Blockchain Wallet"
Candidate 490,Mobile App Developer,"Jira, Python, CSS, Express, API Development",1.3 years,B.Sc CS,Ecommerce API
Candidate 491,Blockchain Developer,"Selenium, CSS, TensorFlow, Jira, Pandas, API Development, Spring Boot",3.5 years,B.Tech CE,"Portfolio Website, Stock Predictor"
Candidate 492,Android Developer,"Pandas, Python, Express, Spring Boot, API Development, TensorFlow, TypeScript",1.8 years,B.Tech CS,"ERP System, Mobile Banking UI"
Candidate 493,Data Analyst,"Kotlin, React, Jira, SQL, Kubernetes",2.1 years,B.Sc CS,"IoT Smart Home, Ecommerce API"
Candidate 494,Frontend Developer,"Selenium, TensorFlow, HTML, Kubernetes",3.1 years,B.Tech CSE,"Resume Analyzer, Portfolio Website"
Candidate 495,Full Stack Developer,"Pandas, Power BI, Kotlin, Node.js, MongoDB",3.9 years,B.Tech CE,"Weather App, Blockchain Wallet"
Candidate 496,Full Stack Developer,"Express, Kotlin, TypeScript, Jira, C#, Docker",0.9 years,B.Tech CS,Weather App
Candidate 497,Mobile App Developer,"Hibernate, Selenium, Kotlin, NumPy, CSS, HTML, C++",3.9 years,M.Tech AI,"IoT Smart Home, Ecommerce API"
Candidate 498,Java Developer,"TensorFlow, CSS, Git, Java",4.4 years,B.Tech CE,ERP System
Candidate 499,Machine Learning Engineer,"React, API Development, Kotlin, HTML, Node.js, Express, TensorFlow",4.9 years,B.Tech IT,"Portfolio Website, Resume Analyzer"
Candidate 500,Full Stack Developer,"Express, Kubernetes, Docker, Firebase, TypeScript, React, MongoDB",3.0 years,M.Tech AI,"Job Portal, IoT Smart Home"
Candidate 501,Cloud Engineer,"Java, Kubernetes, Spring Boot, Git, C#",2.3 years,B.Tech CSE,Mobile Banking UI
Candidate 502,Web Developer,"AWS, HTML, Android Studio, Selenium, Express",2.0 years,B.Tech CE,Stock Predictor
Candidate 503,Backend Developer,"Hibernate, CSS, Node.js, AWS, Firebase, Jira",2.9 years,B.Tech CE,"Portfolio Website, HR Dashboard"
Candidate 504,Full Stack Developer,"HTML, C#, Android Studio, AWS, Express",2.1 years,B.Tech CSE,"ChatGPT Clone, IoT Smart Home"
Candidate 505,AI Engineer,"Git, C++, TypeScript, Android Studio",1.2 years,B.Tech CSE,HR Dashboard
Candidate 506,Java Developer,"Python, Spring Boot, C++, Power BI",1.5 years,M.Tech AI,Stock Predictor
Candidate 507,Software Tester,"Pandas, Kubernetes, NumPy, Selenium, Hibernate, Express",4.1 years,BCA,"ERP System, HR Dashboard"
Candidate 508,Full Stack Developer,"Kotlin, Node.js, TensorFlow, Power BI, Kubernetes, NumPy, C#",0.9 years,B.Sc IT,Fake News Detection
Candidate 509,Software Tester,"AWS, SQL, CSS, HTML, Hibernate, TensorFlow, Node.js",2.3 years,B.Sc CS,"HR Dashboard, Portfolio Website"
Candidate 510,Android Developer,"NumPy, Kotlin, C#, TypeScript, MongoDB, SQL, Kubernetes",4.0 years,B.Sc CS,"ERP System, Ecommerce API"
Candidate 511,Machine Learning Engineer,"HTML, Python, Git, TypeScript, API Development, MongoDB, Pandas",0.5 years,BCA,Job Portal
Candidate 512,Mobile App Developer,"NumPy, Python, Spring Boot, TensorFlow, Express",0.6 years,B.Tech CS,"Blockchain Wallet, Fake News Detection"
Candidate 513,Database Engineer,"CSS, API Development, Java, TensorFlow, Power BI, Spring Boot, Pandas",3.3 years,B.Sc IT,"Blockchain Wallet, HR Dashboard"
Candidate 514,Web Developer,"NumPy, C#, Kubernetes, Firebase, Node.js, MongoDB, Power BI",4.5 years,B.Tech CS,"Portfolio Website, Blockchain Wallet"
Candidate 515,Web Developer,"C#, TensorFlow, Docker, Java, API Development, Git, NumPy",3.0 years,B.Tech CE,Job Portal
Candidate 516,Java Developer,"Pandas, Power BI, TensorFlow, C++, HTML, TypeScript",4.0 years,B.Sc CS,Job Portal
Candidate 517,Java Developer,"SQL, HTML, C#, Power BI",4.1 years,B.Sc IT,"IoT Smart Home, Portfolio Website"
Candidate 518,Full Stack Developer,"Selenium, SQL, Power BI, NumPy, TypeScript",3.5 years,MCA,ERP System
Candidate 519,Blockchain Developer,"TypeScript, AWS, SQL, Pandas, Jira",2.7 years,B.Tech IT,Portfolio Website
Candidate 520,Android Developer,"NumPy, C#, Kubernetes, AWS, Spring Boot, Power BI",2.7 years,B.Tech CSE,Mobile Banking UI
Candidate 521,Software Tester,"Docker, React, CSS, Node.js, TypeScript, Spring Boot",3.1 years,BCA,Job Portal
Candidate 522,Android Developer,"MongoDB, Spring Boot, C#, Kubernetes, Firebase",3.0 years,BCA,"Job Portal, ERP System"
Candidate 523,Android Developer,"NumPy, API Development, CSS, HTML, Power BI, Android Studio",4.7 years,M.Tech AI,"Ecommerce API, Resume Analyzer"
Candidate 524,Software Tester,"Docker, C#, Selenium, Android Studio, Firebase",2.7 years,B.Tech CE,"Mobile Banking UI, Stock Predictor"
Candidate 525,Blockchain Developer,"Python, Pandas, Spring Boot, MongoDB",4.7 years,B.Tech CE,"ERP System, Fake News Detection"
Candidate 526,Blockchain Developer,"NumPy, Android Studio, Git, MongoDB, TensorFlow, Node.js",5.0 years,B.Tech CE,"Stock Predictor, Weather App"
Candidate 527,Web Developer,"Pandas, Kubernetes, Git, Python, HTML, React, TensorFlow",3.2 years,M.Tech AI,"Portfolio Website, Ecommerce API"
Candidate 528,Machine Learning Engineer,"Selenium, Kubernetes, TensorFlow, TypeScript, Android Studio",3.0 years,B.Tech CS,Job Portal
Candidate 529,Java Developer,"C#, Docker, Node.js, API Development",1.5 years,B.Tech CE,Blockchain Wallet
Candidate 530,Data Analyst,"CSS, C#, HTML, NumPy, Kubernetes, TypeScript, Android Studio",3.6 years,M.Tech AI,IoT Smart Home
Candidate 531,Full Stack Developer,"Express, NumPy, React, TypeScript, Hibernate",5.0 years,B.Sc IT,"Stock Predictor, ERP System"
Candidate 532,DevOps Engineer,"Git, C#, CSS, Docker",2.6 years,B.Sc CS,"Resume Analyzer, Mobile Banking UI"
Candidate 533,Database Engineer,"MongoDB, Spring Boot, HTML, Python",3.1 years,BCA,"Job Portal, IoT Smart Home"
Candidate 534,Android Developer,"Selenium, NumPy, C#, Firebase, MongoDB",3.4 years,MCA,"IoT Smart Home, Resume Analyzer"
Candidate 535,AI Engineer,"Docker, TypeScript, Git, Firebase, Kotlin, Android Studio",4.4 years,B.Sc IT,ERP System
Candidate 536,Mobile App Developer,"TypeScript, Node.js, MongoDB, Jira, React, Kubernetes, Pandas",1.4 years,B.Sc CS,"Ecommerce API, HR Dashboard"
Candidate 537,AI Engineer,"MongoDB, NumPy, Git, Spring Boot",3.1 years,B.Sc CS,"Resume Analyzer, Mobile Banking UI"
Candidate 538,Java Developer,"API Development, SQL, MongoDB, Pandas, React",0.7 years,B.Tech CE,ERP System
Candidate 539,Data Analyst,"Kubernetes, Android Studio, CSS, Python, Power BI",1.7 years,B.Sc CS,"Resume Analyzer, HR Dashboard"
Candidate 540,Blockchain Developer,"Hibernate, Kubernetes, C++, NumPy",1.0 years,B.Tech IT,Ecommerce API
Candidate 541,Cloud Engineer,"Selenium, AWS, Hibernate, MongoDB",0.8 years,M.Tech AI,"ChatGPT Clone, HR Dashboard"
Candidate 542,Blockchain Developer,"CSS, C#, C++, Hibernate",1.6 years,M.Tech AI,"IoT Smart Home, Resume Analyzer"
Candidate 543,Software Tester,"Node.js, Pandas, API Development, TensorFlow, Selenium, AWS",1.7 years,B.Tech IT,"Stock Predictor, Job Portal"
Candidate 544,Java Developer,"API Development, MongoDB, Spring Boot, Hibernate, Pandas, Jira, Power BI",0.6 years,B.Sc CS,"Fake News Detection, Resume Analyzer"
Candidate 545,Full Stack Developer,"Express, Git, Spring Boot, Kotlin, Hibernate, AWS, NumPy",1.8 years,B.Sc IT,HR Dashboard
Candidate 546,Web Developer,"API Development, Jira, Android Studio, Spring Boot, Kubernetes, Git",3.0 years,MCA,IoT Smart Home
Candidate 547,Mobile App Developer,"Pandas, Docker, Kubernetes, Node.js, Express, Hibernate",2.4 years,B.Tech CE,Blockchain Wallet
Candidate 548,Full Stack Developer,"CSS, C#, Selenium, MongoDB, TensorFlow",2.9 years,B.Tech CE,Weather App
Candidate 549,Database Engineer,"SQL, Kotlin, Python, Power BI, API Development",1.6 years,B.Sc IT,"IoT Smart Home, ChatGPT Clone"
Candidate 550,Data Analyst,"Hibernate, Android Studio, SQL, Python, Express, Git, C#",0.9 years,B.Tech IT,"Blockchain Wallet, IoT Smart Home"
Candidate 551,DevOps Engineer,"TypeScript, Node.js, Power BI, TensorFlow, C++",3.1 years,M.Tech AI,ChatGPT Clone
Candidate 552,Android Developer,"Kotlin, Python, MongoDB, API Development, React, Java",2.8 years,MCA,IoT Smart Home
Candidate 553,Software Tester,"Android Studio, MongoDB, Kubernetes, Docker, CSS, Python",2.4 years,B.Sc CS,Resume Analyzer
Candidate 554,Backend Developer,"AWS, Kotlin, NumPy, Express",4.3 years,B.Tech CSE,"ERP System, Ecommerce API"
Candidate 555,Frontend Developer,"Power BI, TypeScript, Kotlin, Java, Spring Boot, React, Hibernate",4.5 years,B.Sc CS,"Stock Predictor, Portfolio Website"
Candidate 556,Machine Learning Engineer,"CSS, SQL, NumPy, C#, API Development, Kubernetes",4.9 years,B.Sc IT,"Weather App, Blockchain Wallet"
Candidate 557,Machine Learning Engineer,"Java, Jira, Kotlin, TypeScript, Hibernate, Python, React",3.5 years,B.Tech CSE,"Resume Analyzer, Ecommerce API"
Candidate 558,Data Analyst,"TypeScript, API Development, C++, Selenium, TensorFlow, AWS",2.4 years,B.Tech CSE,"Job Portal, Portfolio Website"
Candidate 559,Backend Developer,"CSS, Git, Power BI, C++, Kubernetes, SQL",1.9 years,B.Sc CS,"ChatGPT Clone, Weather App"
Candidate 560,Machine Learning Engineer,"HTML, MongoDB, Spring Boot, Git, Java, Jira",4.7 years,B.Sc IT,HR Dashboard
Candidate 561,Software Tester,"API Development, Kubernetes, Jira, Python, CSS",0.7 years,B.Tech CS,"Weather App, IoT Smart Home"
Candidate 562,Data Analyst,"TensorFlow, AWS, React, Firebase",4.1 years,B.Sc IT,Blockchain Wallet
Candidate 563,Full Stack Developer,"Firebase, Hibernate, Selenium, Git, Kotlin",4.5 years,M.Tech AI,Job Portal
Candidate 564,Software Tester,"HTML, Kotlin, Java, NumPy, Android Studio, API Development, C#",1.4 years,B.Tech IT,"Blockchain Wallet, ChatGPT Clone"
Candidate 565,Data Analyst,"React, C++, Power BI, C#, Android Studio, CSS",4.0 years,B.Tech IT,Resume Analyzer
Candidate 566,AI Engineer,"C#, Docker, TensorFlow, Python",3.7 years,B.Tech IT,Resume Analyzer
Candidate 567,Java Developer,"Python, Selenium, Express, Jira, TensorFlow, Node.js, NumPy",4.2 years,M.Tech AI,"IoT Smart Home, Mobile Banking UI"
Candidate 568,Cloud Engineer,"React, MongoDB, Node.js, Docker, API Development, Kubernetes, TensorFlow",4.8 years,B.Sc CS,Job Portal
Candidate 569,Frontend Developer,"CSS, Docker, NumPy, Jira, Hibernate, Power BI",2.2 years,B.Tech CSE,Mobile Banking UI
Candidate 570,Backend Developer,"C#, Node.js, C++, CSS, AWS, HTML, Firebase",2.2 years,B.Tech IT,Ecommerce API
Candidate 571,Machine Learning Engineer,"Pandas, TensorFlow, SQL, React",2.2 years,B.Sc CS,"ChatGPT Clone, HR Dashboard"
Candidate 572,Frontend Developer,"Express, C#, Jira, API Development",2.9 years,M.Tech AI,Blockchain Wallet
Candidate 573,Cloud Engineer,"C++, Jira, Kotlin, Selenium",0.8 years,MCA,Stock Predictor
Candidate 574,Blockchain Developer,"NumPy, Express, Android Studio, CSS, AWS, API Development, Pandas",3.6 years,MCA,"Blockchain Wallet, Job Portal"
Candidate 575,AI Engineer,"Python, C#, Express, Git, Node.js, CSS, Android Studio",0.8 years,B.Sc CS,Mobile Banking UI
Candidate 576,Data Analyst,"Pandas, SQL, Kubernetes, Python, Java",1.1 years,BCA,Portfolio Website
Candidate 577,DevOps Engineer,"Kubernetes, Express, Selenium, NumPy, Spring Boot, SQL, Jira",4.5 years,MCA,"Fake News Detection, Blockchain Wallet"
Candidate 578,AI Engineer,"NumPy, Jira, API Development, SQL",4.3 years,MCA,Stock Predictor
Candidate 579,Full Stack Developer,"Kubernetes, Selenium, MongoDB, AWS, C++, TensorFlow, Python",2.6 years,B.Sc IT,Stock Predictor
Candidate 580,Backend Developer,"Firebase, Java, TypeScript, AWS",2.7 years,BCA,Blockchain Wallet
Candidate 581,Data Analyst,"CSS, C++, Java, HTML",1.3 years,B.Tech CE,"Resume Analyzer, Portfolio Website"
Candidate 582,Cloud Engineer,"Firebase, Express, C#, Pandas, Java, C++, Node.js",1.4 years,B.Tech CSE,IoT Smart Home
Candidate 583,Blockchain Developer,"React, API Development, TypeScript, Selenium, Spring Boot, Power BI",2.7 years,B.Sc IT,Resume Analyzer
Candidate 584,Mobile App Developer,"Pandas, Kubernetes, C++, Git, Docker, Hibernate",0.8 years,B.Tech CSE,"Fake News Detection, Blockchain Wallet"
Candidate 585,Full Stack Developer,"CSS, TypeScript, HTML, AWS, Spring Boot, Java, Firebase",2.3 years,B.Tech CSE,Weather App
Candidate 586,Database Engineer,"Docker, AWS, Pandas, Git, Android Studio, Python",0.8 years,B.Tech CS,Fake News Detection
Candidate 587,Java Developer,"NumPy, Selenium, Node.js, Firebase, TypeScript, C#, Python",3.8 years,B.Tech CS,"Mobile Banking UI, Fake News Detection"
Candidate 588,Full Stack Developer,"SQL, TypeScript, C#, CSS, Android Studio, Java, MongoDB",1.8 years,M.Tech AI,"Stock Predictor, Ecommerce API"
Candidate 589,Backend Developer,"Pandas, Kubernetes, Android Studio, Power BI, C#, Git",3.6 years,B.Sc IT,"Stock Predictor, Portfolio Website"
Candidate 590,Backend Developer,"HTML, MongoDB, AWS, C#, Pandas, API Development",3.3 years,MCA,Blockchain Wallet
Candidate 591,Mobile App Developer,"Kotlin, Docker, Node.js, Power BI",4.4 years,B.Tech CS,"Resume Analyzer, Blockchain Wallet"
Candidate 592,Full Stack Developer,"CSS, Kotlin, API Development, SQL, TypeScript, Pandas, NumPy",3.3 years,B.Tech CE,Portfolio Website
Candidate 593,Cloud Engineer,"Selenium, TypeScript, API Development, Android Studio",4.3 years,B.Sc IT,"Blockchain Wallet, ChatGPT Clone"
Candidate 594,Database Engineer,"C#, TensorFlow, Node.js, CSS",2.6 years,B.Tech CE,ChatGPT Clone
Candidate 595,Machine Learning Engineer,"React, Git, Java, Selenium, AWS, C#",1.7 years,B.Tech IT,"Mobile Banking UI, Job Portal"
Candidate 596,Software Tester,"Kotlin, C++, API Development, Express, CSS, Power BI",4.1 years,B.Sc IT,"HR Dashboard, Portfolio Website"
Candidate 597,Data Analyst,"Kotlin, TypeScript, Selenium, Power BI",3.4 years,B.Sc IT,"Resume Analyzer, Fake News Detection"
Candidate 598,Android Developer,"Python, Git, TypeScript, Node.js, Selenium, C#, Docker",0.8 years,MCA,"Portfolio Website, Blockchain Wallet"
Candidate 599,Data Analyst,"C#, TensorFlow, API Development, Spring Boot, NumPy, Python, Jira",4.5 years,B.Tech IT,Resume Analyzer
Candidate 600,Software Tester,"Java, Pandas, Express, SQL, Jira, Kotlin",4.5 years,B.Tech CE,Weather App
Candidate 601,DevOps Engineer,"C#, AWS, Hibernate, TypeScript, Kubernetes",3.3 years,B.Tech CS,Blockchain Wallet
Candidate 602,Backend Developer,"Jira, Hibernate, TypeScript, Git",2.6 years,BCA,"Blockchain Wallet, Mobile Banking UI"
Candidate 603,Blockchain Developer,"TypeScript, HTML, Spring Boot, Firebase",2.9 years,B.Sc CS,"ERP System, Fake News Detection"
Candidate 604,AI Engineer,"Kubernetes, AWS, Python, Docker",3.8 years,B.Tech CE,Mobile Banking UI
Candidate 605,Data Analyst,"SQL, Express, TypeScript, Python, Git, Pandas",4.1 years,B.Tech CE,"Fake News Detection, IoT Smart Home"
Candidate 606,AI Engineer,"API Development, Kubernetes, Android Studio, MongoDB, C#, React, Spring Boot",2.0 years,B.Tech IT,"Weather App, Fake News Detection"
Candidate 607,Android Developer,"C#, Hibernate, Jira, SQL, MongoDB",4.4 years,BCA,"IoT Smart Home, Job Portal"
Candidate 608,Database Engineer,"API Development, Power BI, Android Studio, Python, Kotlin, Java",1.5 years,B.Tech CS,"Stock Predictor, ChatGPT Clone"
Candidate 609,Backend Developer,"TypeScript, Pandas, Spring Boot, CSS",2.4 years,B.Tech CS,Blockchain Wallet
Candidate 610,Android Developer,"Power BI, Node.js, C#, Git, C++, Kubernetes",4.3 years,B.Sc IT,HR Dashboard
Candidate 611,Backend Developer,"C++, API Development, AWS, React, HTML, Jira",3.6 years,B.Sc CS,"Portfolio Website, ERP System"
Candidate 612,Java Developer,"React, SQL, Docker, Pandas, Firebase, NumPy, Spring Boot",1.4 years,B.Sc IT,"Blockchain Wallet, Weather App"
Candidate 613,Full Stack Developer,"Android Studio, HTML, TensorFlow, Git, SQL, C++, CSS",2.0 years,BCA,"HR Dashboard, Blockchain Wallet"
Candidate 614,Java Developer,"Express, Docker, Firebase, CSS, Git",1.3 years,BCA,ChatGPT Clone
Candidate 615,Frontend Developer,"Firebase, AWS, Kubernetes, Java, MongoDB, API Development",1.7 years,B.Tech IT,"Weather App, Fake News Detection"
Candidate 616,Frontend Developer,"Spring Boot, Docker, Jira, Node.js, Python, Firebase, TensorFlow",3.4 years,B.Tech CSE,Stock Predictor
Candidate 617,DevOps Engineer,"Pandas, Git, SQL, Kotlin, Power BI",0.8 years,B.Sc IT,"IoT Smart Home, Portfolio Website"
Candidate 618,Software Tester,"AWS, C#, Java, API Development, Node.js, CSS",4.4 years,M.Tech AI,Fake News Detection
Candidate 619,Data Analyst,"NumPy, Git, C#, SQL, Pandas",2.0 years,BCA,"ERP System, ChatGPT Clone"
